step,stopping_distance,Radar_distance,speed,steer,gps_x,gps_y,actual_x,actual_y,time,risk_time
0,9.201738494740931e-17,4.503972,3.553137376289377e-08,-0.009595200122185525,236.043624873463,38.02387193002167,235.36822509324125,10.252447217281603,0.38482213020324707,0.0003688335418701172
1,7.775645412471279e-17,4.9774537,3.266218839255967e-08,-0.015991212902013066,236.043624873463,38.02387193002167,235.36822509324125,10.252447217281603,0.21302580833435059,0.00032782554626464844
2,7.56694077839344e-17,4.721788,3.2220867070821975e-08,-0.017687379913578005,236.043624873463,38.02387193002167,235.36822509324125,10.252447217281603,0.2209615707397461,0.00035881996154785156
3,5.5535427533962666e-18,5.053245,-8.728952203821303e-09,-0.017292396761785452,236.043624873463,38.02387193002167,235.36822509324125,10.252447217281603,0.2197568416595459,0.0003337860107421875
4,1.6370457347843877e-16,5.234666,-4.739226464439297e-08,-0.01791680226814438,236.043624873463,38.02387193002167,235.36822509324125,10.252447217281603,0.2148425579071045,0.00041556358337402344
5,2.4153984638725246e-18,4.868832,-5.756671514367572e-09,-0.021467905414039687,236.043624873463,38.02387193002167,235.36822509324125,10.252447217281603,0.2156383991241455,0.0003895759582519531
6,4.332212483975856e-18,5.1623254,-7.709601499438784e-09,-0.0264439449175616,236.043624873463,38.02387193002167,235.36822509324125,10.252447217281603,0.2121601104736328,0.0003304481506347656
7,7.08804113867354e-17,4.9524064,3.118459947195105e-08,-0.02658996160285937,236.043624873463,38.02387193002167,235.36822509324125,10.252447217281603,0.23394465446472168,0.0003235340118408203
8,1.2239227265050207e-17,5.789564,-1.2958479774899864e-08,-0.026182396673433223,236.043624873463,38.02387193002167,235.36822509324125,10.252447217281603,0.21586942672729492,0.00030922889709472656
9,4.9626956869854875e-17,5.282236,2.6093712810836423e-08,-0.02749145512468861,236.043624873463,38.02387193002167,235.36822509324125,10.252447217281603,0.22411179542541504,0.0003573894500732422
10,4.6388412139511856e-17,5.2145844,2.5227941147745343e-08,-0.02930088042793444,236.043624873463,38.02387193002167,235.36822509324125,10.252447217281603,0.22001862525939941,0.0003094673156738281
11,2.6765030896009198e-17,5.012175,-1.9162886627365048e-08,-0.030417322801408547,236.043624873463,38.02387193002167,235.36822509324125,10.252447217281603,0.2254188060760498,0.00037932395935058594
12,3.5984169043748446e-17,5.932813,2.2219423918729953e-08,-0.028852545008435218,236.043624873463,38.02387193002167,235.36822509324125,10.252447217281603,0.2283158302307129,0.0004229545593261719
13,2.7066399185807005e-17,5.397628,-1.9270469553938538e-08,-0.030435916189044322,236.043624873463,38.02387193002167,235.36822509324125,10.252447217281603,0.22295737266540527,0.0004086494445800781
14,4.253519388965349e-17,5.066077,-2.41574597208822e-08,-0.03132948427239529,236.043624873463,38.02387193002167,235.36822509324125,10.252447217281603,0.21647238731384277,0.0003178119659423828
15,1.5708814279960964e-17,5.6762958,1.4680767415944728e-08,-0.03164124498427727,236.043624873463,38.02387193002167,235.36822509324125,10.252447217281603,0.21801495552062988,0.0003864765167236328
16,4.96899350123862e-17,5.706589,-2.611026442550781e-08,-0.032040530775823424,236.043624873463,38.02387193002167,235.36822509324125,10.252447217281603,0.21637177467346191,0.0003113746643066406
17,4.380276954038702e-16,5.1518273,-7.752251273624391e-08,-0.03142952723901237,236.043624873463,38.02387193002167,235.36822509324125,10.252447217281603,0.22752642631530762,0.0003151893615722656
18,4.380276954038702e-16,5.0634804,-7.752251273624391e-08,-0.03195169477418875,236.043624873463,38.02387193002167,235.36822509324125,10.252447217281603,0.21848630905151367,0.0003199577331542969
19,4.3199818822907743e-16,5.2785997,-7.698711023608395e-08,-0.03235507346173129,236.043624873463,38.02387193002167,235.36822509324125,10.252447217281603,0.22315168380737305,0.0003414154052734375
20,7.836186740576215e-17,5.153188,-3.278909606572064e-08,-0.03287756732816801,236.043624873463,38.02387193002167,235.36822509324125,10.252447217281603,0.22871685028076172,0.0003876686096191406
21,4.224948925362374e-17,5.199329,-2.4076191404782396e-08,-0.03193132245437588,236.043624873463,38.02387193002167,235.36822509324125,10.252447217281603,0.2167661190032959,0.0003204345703125
22,1.890303368875617e-17,5.3937855,-1.6104335509723296e-08,-0.03448401368628942,236.043624873463,38.02387193002167,235.36822509324125,10.252447217281603,0.22240781784057617,0.00031495094299316406
23,6.549901556069022e-17,5.8941593,2.997743307043933e-08,-0.034435325394284746,236.043624873463,38.02387193002167,235.36822509324125,10.252447217281603,0.21431398391723633,0.0003590583801269531
24,2.6704851090900976e-18,5.3825865,-6.0530203780192365e-09,-0.03332106166145985,236.043624873463,38.02387193002167,235.36822509324125,10.252447217281603,0.21883058547973633,0.00033354759216308594
25,1.1013640561044917e-16,4.8096037,3.8872502941994393e-08,-0.03343096704175202,236.043624873463,38.02387193002167,235.36822509324125,10.252447217281603,0.21424007415771484,0.0003440380096435547
26,0.0,6.164057,0.0,-0.03295268404120687,236.043624873463,38.02387193002167,235.36822509324125,10.252447217281603,0.22025775909423828,0.00032329559326171875
27,6.732589619475112e-19,5.130528,3.039261910056429e-09,-0.03513858367967947,236.043624873463,38.02387193002167,235.36822509324125,10.252447217281603,0.21147751808166504,0.0003895759582519531
28,4.75309947205424e-18,5.405017,8.075427218208593e-09,-0.034399033611095316,236.043624873463,38.02387193002167,235.36822509324125,10.252447217281603,0.2296452522277832,0.00031447410583496094
29,1.4221793202075098e-17,5.252985,1.3968643553776806e-08,-0.03652472750362775,236.043624873463,38.02387193002167,235.36822509324125,10.252447217281603,0.21445059776306152,0.00035881996154785156
30,2.4952250974707733e-17,6.2569175,1.8502564237774993e-08,-0.03857046264827655,236.043624873463,38.02387193002167,235.36822509324125,10.252447217281603,0.21877503395080566,0.0003230571746826172
31,2.53782987079591e-17,6.752851,-1.865985686636419e-08,-0.03736167052029476,236.043624873463,38.02387193002167,235.36822509324125,10.252447217281603,0.22195959091186523,0.0003790855407714844
