GPU Utilization,GPU Memory,CPU Utilization,CPU Memory
2,99.97796419951112,11.6,10.568129947130478
0,99.97796419951112,25.1,10.541019081787365
0,99.97796419951112,24.3,10.548942583800658
0,99.97796419951112,24.0,10.552137446509919
0,99.97796419951112,23.6,10.554992817166585
