step,stopping_distance,Radar_distance,speed,steer,gps_x,gps_y,actual_x,actual_y,time,risk_time
0,9.201738494740931e-17,4.503972,3.553137376289377e-08,-0.0036517867444015324,236.043624873463,38.02387193002167,235.36822509324125,10.252447217281603,0.43549180030822754,0.00044536590576171875
1,7.775643721434926e-17,4.9774537,3.266218484089624e-08,-0.008882756133389689,236.043624873463,38.02387193002167,235.36822509324125,10.252447217281603,0.21120667457580566,0.00032448768615722656
2,7.56694077839344e-17,4.721788,3.2220867070821975e-08,-0.006785430388105237,236.043624873463,38.02387193002167,235.36822509324125,10.252447217281603,0.1774888038635254,0.0003898143768310547
3,5.367599403927798e-18,5.053245,-8.581577000871658e-09,-0.006635726444188228,236.043624873463,38.02387193002167,235.36822509324125,10.252447217281603,0.18642830848693848,0.0003027915954589844
4,1.6440576884454773e-16,5.234666,-4.7493653771290275e-08,-0.008369120358323198,236.043624873463,38.02387193002167,235.36822509324125,10.252447217281603,0.18422412872314453,0.00035309791564941406
5,2.292668044509255e-18,4.868832,-5.6085118855777585e-09,-0.009034636014386524,236.043624873463,38.02387193002167,235.36822509324125,10.252447217281603,0.18642759323120117,0.0003299713134765625
6,3.061237043123702e-18,5.1623254,-6.480753986355075e-09,-0.011725524266187962,236.043624873463,38.02387193002167,235.36822509324125,10.252447217281603,0.18100619316101074,0.0003418922424316406
7,6.831867145329882e-17,4.9524064,3.061588104790159e-08,-0.010565686570444845,236.043624873463,38.02387193002167,235.36822509324125,10.252447217281603,0.18682622909545898,0.00039649009704589844
8,1.1108890524548313e-17,5.789564,-1.2345605614825174e-08,-0.011649206009163408,236.043624873463,38.02387193002167,235.36822509324125,10.252447217281603,0.1848909854888916,0.00045943260192871094
9,4.5562078977575656e-17,5.282236,2.5002234371598432e-08,-0.011531158569093331,236.043624873463,38.02387193002167,235.36822509324125,10.252447217281603,0.18940019607543945,0.0003223419189453125
10,4.312167384544955e-17,5.2145844,2.432343242964627e-08,-0.012536689579776357,236.043624873463,38.02387193002167,235.36822509324125,10.252447217281603,0.18252873420715332,0.00028204917907714844
11,2.0148371656920378e-17,5.012175,-1.6626354354847234e-08,-0.014195589371682412,236.043624873463,38.02387193002167,235.36822509324125,10.252447217281603,0.18092942237854004,0.0003094673156738281
12,4.410010789659789e-17,5.932813,2.45978348710069e-08,-0.013050887185412564,236.043624873463,38.02387193002167,235.36822509324125,10.252447217281603,0.17955613136291504,0.00032258033752441406
13,3.267213480999221e-17,5.397628,2.1172191421605207e-08,-0.01216379412142621,236.043624873463,38.02387193002167,235.36822509324125,10.252447217281603,0.18138504028320312,0.0002894401550292969
14,3.10993682435934e-17,5.066077,-2.0656314586636733e-08,-0.014039786258595505,236.043624873463,38.02387193002167,235.36822509324125,10.252447217281603,0.18294143676757812,0.00026726722717285156
15,2.6586651097827036e-16,5.6762958,6.039609698169137e-08,-0.015712765252246946,236.043624873463,38.02387193002167,235.36822509324125,10.252447217281603,0.18227863311767578,0.00031185150146484375
16,3.476338341860581e-17,5.706589,-2.18392678563928e-08,-0.01629413250341702,236.043624873463,38.02387193002167,235.36822509324125,10.252447217281603,0.1884322166442871,0.0002703666687011719
17,2.129502195011872e-17,5.1518273,1.709291377020398e-08,-0.016985233858383735,236.043624873463,38.02387193002167,235.36822509324125,10.252447217281603,0.1809232234954834,0.00042724609375
18,1.1165036059079064e-16,5.0634804,-3.913876527569115e-08,-0.014908148240339756,236.043624873463,38.02387193002167,235.36822509324125,10.252447217281603,0.181931734085083,0.0002846717834472656
19,1.2296707192664504e-16,5.2785997,-4.1074423024962505e-08,-0.015617584858678417,236.043624873463,38.02387193002167,235.36822509324125,10.252447217281603,0.18409514427185059,0.00029015541076660156
20,2.274801902215008e-19,5.153188,-1.7666432038866791e-09,-0.015970419197725478,236.043624873463,38.02387193002167,235.36822509324125,10.252447217281603,0.1836097240447998,0.0003094673156738281
21,7.6777915623416e-20,5.199329,-1.0263493568728279e-09,-0.012808032173083326,236.043624873463,38.02387193002167,235.36822509324125,10.252447217281603,0.17638492584228516,0.0003590583801269531
22,6.191567697156468e-19,5.3937855,2.914589315924059e-09,-0.016579480541834092,236.043624873463,38.02387193002167,235.36822509324125,10.252447217281603,0.18614721298217773,0.0003795623779296875
23,1.8239130769806977e-18,5.8941593,5.002408161693244e-09,-0.016809226808619755,236.043624873463,38.02387193002167,235.36822509324125,10.252447217281603,0.1885209083557129,0.0002853870391845703
24,1.630633695385114e-16,5.3825865,4.729935972154778e-08,-0.0174596695652772,236.043624873463,38.02387193002167,235.36822509324125,10.252447217281603,0.18723416328430176,0.0003085136413574219
25,6.352927790041545e-17,4.8096037,-2.9523239876302534e-08,-0.01664875824942718,236.043624873463,38.02387193002167,235.36822509324125,10.252447217281603,0.1810135841369629,0.00036716461181640625
26,0.0,6.164057,0.0,-0.0141745692275882,236.043624873463,38.02387193002167,235.36822509324125,10.252447217281603,0.1847677230834961,0.0003142356872558594
27,1.1951423237118673e-16,5.130528,-4.0493644786962334e-08,-0.016779937819156772,236.043624873463,38.02387193002167,235.36822509324125,10.252447217281603,0.18749189376831055,0.0003020763397216797
