0.0,0.0,0.0,0.0,0.0,70.0,0.0,0.0,0.0
5.0,0.0,0.0,0.0,0.0,70.0,0.0,0.0,0.0
5.0,5.0,0.0,0.0,0.0,70.0,0.0,0.0,0.0
5.0,5.0,5.0,0.0,0.0,70.0,0.0,0.0,0.0
10.0,0.0,0.0,0.0,0.0,70.0,0.0,0.0,0.0
10.0,10.0,0.0,0.0,0.0,70.0,0.0,0.0,0.0
10.0,10.0,10.0,0.0,0.0,70.0,0.0,0.0,0.0
10.023343748830715,79.9102099347355,72.93974333082241,0.0,0.0,70.0,0.0,0.0,0.0
70.13481339889111,8.873083687780825,17.96108034641656,0.0,0.0,70.0,0.0,0.0,0.0
86.20162141281054,95.08670167828878,24.469441184226802,0.0,0.0,70.0,0.0,0.0,0.0
